,Unnamed: 0.1,Unnamed: 0,latitude,longitude,scientific_name,eventDate,kingdom,phylum,class_taxon,order,family,subfamily,genus,species,canonicalName,verbatim_source,verbatim_id,occurrence_id
384,384,384,18.7847217213,-90.6552777439,Sphingidae,2020-12-16 00:08:46 ,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,,,Sphingidae,Sphingidae,inat,47213.0,71028560
385,385,385,18.7847217213,-90.6552777439,Smilisca baudinii,2020-12-19 11:10:09 ,Animalia,Chordata,Amphibia,Anura,Hylidae,Hylinae,Smilisca,Smilisca baudinii,Smilisca baudinii,inat,24277.0,71028716
386,386,386,18.7847217213,-90.6552777439,Cyanocompsa parellina,2021-03-11 13:16:51 ,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,,Cyanocompsa,Cyanocompsa parellina,Cyanocompsa parellina,inat,9519.0,71058707
387,387,387,18.7847217213,-90.6552777439,Vireo flavifrons,2021-03-11 13:16:11 ,Animalia,Chordata,Aves,Passeriformes,Vireonidae,,Vireo,Vireo flavifrons,Vireo flavifrons,inat,17365.0,71058742
388,388,388,18.7847217213,-90.6552777439,Quiscalus mexicanus,2021-03-16 07:11:56 ,Animalia,Chordata,Aves,Passeriformes,Icteridae,,Quiscalus,Quiscalus mexicanus,Quiscalus mexicanus,inat,9607.0,71520733
389,389,389,18.7847217213,-90.6552777439,Passerina caerulea,2021-03-16 07:34:53 ,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,,Passerina,Passerina caerulea,Passerina caerulea,inat,73155.0,71520797
390,390,390,18.8122548204,-90.6466567889,Alouatta pigra,2021-03-16 16:35:18 ,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouattinae,Alouatta,Alouatta pigra,Alouatta pigra,inat,43439.0,71520858
391,391,391,18.7847217213,-90.6552777439,Setophaga petechia,2021-03-18 06:42:57 ,Animalia,Chordata,Aves,Passeriformes,Parulidae,,Setophaga,Setophaga petechia,Setophaga petechia,inat,145238.0,71534358
392,392,392,18.7847217213,-90.6552777439,Legatus leucophaius,2021-03-18 07:34:01 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Legatus,Legatus leucophaius,Legatus leucophaius,inat,17312.0,71543080
393,393,393,18.7847217213,-90.6552777439,Ortalis vetula,2021-03-18 06:50:59 ,Animalia,Chordata,Aves,Galliformes,Cracidae,,Ortalis,Ortalis vetula,Ortalis vetula,inat,2090.0,71543506
394,394,394,18.7847217213,-90.6552777439,Oncostoma cinereigulare,2021-03-18 09:06:24 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Oncostoma,Oncostoma cinereigulare,Oncostoma cinereigulare,inat,17295.0,71543603
395,395,395,18.7847217213,-90.6552777439,Nyctibius jamaicensis,2021-03-18 08:09:07 ,Animalia,Chordata,Aves,Caprimulgiformes,Nyctibiidae,,Nyctibius,Nyctibius jamaicensis,Nyctibius jamaicensis,inat,19670.0,71543652
396,396,396,18.7847217213,-90.6552777439,Buteogallus urubitinga,2021-03-18 08:47:39 ,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,,Buteogallus,Buteogallus urubitinga,Buteogallus urubitinga,inat,5238.0,71543698
397,397,397,18.7847217213,-90.6552777439,Nyctibius jamaicensis,2021-01-28 08:47:48 ,Animalia,Chordata,Aves,Caprimulgiformes,Nyctibiidae,,Nyctibius,Nyctibius jamaicensis,Nyctibius jamaicensis,inat,19670.0,71543908
398,398,398,18.7847217213,-90.6552777439,Myiozetetes similis,2021-03-04 13:22:50 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Myiozetetes,Myiozetetes similis,Myiozetetes similis,inat,16842.0,71544058
399,399,399,18.7847217213,-90.6552777439,Patagioenas flavirostris,2021-03-19 08:41:30 ,Animalia,Chordata,Aves,Columbiformes,Columbidae,,Patagioenas,Patagioenas flavirostris,Patagioenas flavirostris,inat,3117.0,71571565
400,400,400,18.7847217213,-90.6552777439,Seiurus aurocapilla,2021-03-19 08:39:32 ,Animalia,Chordata,Aves,Passeriformes,Parulidae,,Seiurus,Seiurus aurocapilla,Seiurus aurocapilla,inat,62550.0,71571636
401,401,401,18.7847217213,-90.6552777439,Strix virgata,2021-03-19 07:50:02 ,Animalia,Chordata,Aves,Strigiformes,Strigidae,,Strix,Strix virgata,Strix virgata,inat,72674.0,71571738
402,402,402,18.7847217213,-90.6552777439,Passerina ciris,2021-03-19 07:04:00 ,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,,Passerina,Passerina ciris,Passerina ciris,inat,10224.0,71572570
403,403,403,18.7185928088,-90.6044257992,Eupsittula nana,2021-03-20 08:40:53 ,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,,Eupsittula,Eupsittula nana,Eupsittula nana,inat,367556.0,71802960
404,404,404,18.7847217213,-90.6552777439,Progne chalybea,2021-03-20 08:35:05 ,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,,Progne,Progne chalybea,Progne chalybea,inat,11872.0,71803006
405,405,405,18.7847217213,-90.6552777439,Tityra semifasciata,2021-03-20 08:16:02 ,Animalia,Chordata,Aves,Passeriformes,Tityridae,,Tityra,Tityra semifasciata,Tityra semifasciata,inat,8834.0,71803046
406,406,406,18.7847217213,-90.6552777439,Columba livia,2021-03-20 07:01:18 ,Animalia,Chordata,Aves,Columbiformes,Columbidae,,Columba,Columba livia,Columba livia,inat,3017.0,71803219
407,407,407,18.7847217213,-90.6552777439,Myiozetetes similis,2021-03-20 07:17:53 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Myiozetetes,Myiozetetes similis,Myiozetetes similis,inat,16842.0,71803273
408,408,408,18.7847217213,-90.6552777439,Eumomota superciliosa,2021-03-20 07:33:43 ,Animalia,Chordata,Aves,Coraciiformes,Momotidae,,Eumomota,Eumomota superciliosa,Eumomota superciliosa,inat,2168.0,71803288
409,409,409,18.7847217213,-90.6552777439,Amazilia rutila,2021-03-24 09:25:29 ,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,,Amazilia,Amazilia rutila,Amazilia rutila,inat,5758.0,71973173
410,410,410,18.7847217213,-90.6552777439,Icterus auratus,2021-03-24 09:27:21 ,Animalia,Chordata,Aves,Passeriformes,Icteridae,,Icterus,Icterus auratus,Icterus auratus,inat,9332.0,71973376
411,411,411,18.7847217213,-90.6552777439,Setophaga petechia,2021-03-24 09:16:13 ,Animalia,Chordata,Aves,Passeriformes,Parulidae,,Setophaga,Setophaga petechia,Setophaga petechia,inat,145238.0,71976367
412,412,412,18.7847217213,-90.6552777439,Passerina caerulea,2021-03-23 08:41:14 ,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,,Passerina,Passerina caerulea,Passerina caerulea,inat,73155.0,71976455
413,413,413,18.7847217213,-90.6552777439,Tyrannus savana,2021-03-23 07:38:40 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Tyrannus,Tyrannus savana,Tyrannus savana,inat,16793.0,71976495
414,414,414,18.7847217213,-90.6552777439,Sciurus yucatanensis,2021-03-22 17:02:54 ,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurinae,Sciurus,Sciurus yucatanensis,Sciurus yucatanensis,inat,46003.0,71987438
415,415,415,18.7847217213,-90.6552777439,Troglodytes aedon,2021-03-25 06:55:20 ,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,,Troglodytes,Troglodytes aedon,Troglodytes aedon,inat,7562.0,72031426
416,416,416,18.7847217213,-90.6552777439,Rhinella horribilis,2021-03-25 06:11:09 ,Animalia,Chordata,Amphibia,Anura,Bufonidae,,Rhinella,Rhinella horribilis,Rhinella horribilis,inat,517119.0,72033792
417,417,417,18.7847217213,-90.6552777439,Campephilus guatemalensis,2021-03-28 07:11:51 ,Animalia,Chordata,Aves,Piciformes,Picidae,,Campephilus,Campephilus guatemalensis,Campephilus guatemalensis,inat,18291.0,72300250
418,418,418,18.7847217213,-90.6552777439,Tringa solitaria,2021-03-27 11:45:19 ,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,,Tringa,Tringa solitaria,Tringa solitaria,inat,3875.0,72300498
419,419,419,18.7847217213,-90.6552777439,Stelgidopteryx serripennis,2021-03-27 09:18:57 ,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,,Stelgidopteryx,Stelgidopteryx serripennis,Stelgidopteryx serripennis,inat,11970.0,72301062
420,420,420,18.7847217213,-90.6552777439,Myiarchus tuberculifer,2021-03-27 08:28:25 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Myiarchus,Myiarchus tuberculifer,Myiarchus tuberculifer,inat,15990.0,72301251
421,421,421,18.7847217213,-90.6552777439,Buteo plagiatus,2021-03-27 07:11:52 ,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,,Buteo,Buteo plagiatus,Buteo plagiatus,inat,199913.0,72301372
422,422,422,18.7847217213,-90.6552777439,Strix virgata,2021-03-26 08:46:48 ,Animalia,Chordata,Aves,Strigiformes,Strigidae,,Strix,Strix virgata,Strix virgata,inat,72674.0,72301544
423,423,423,18.7847217213,-90.6552777439,Volatinia jacarina,2021-03-26 08:11:23 ,Animalia,Chordata,Aves,Passeriformes,Thraupidae,,Volatinia,Volatinia jacarina,Volatinia jacarina,inat,10288.0,72301950
424,424,424,18.7847217213,-90.6552777439,Orchidaceae,2021-03-26 17:31:21 ,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,,,Orchidaceae,Orchidaceae,inat,47217.0,72302274
425,425,425,18.7847217213,-90.6552777439,Laelia rubescens,2021-03-26 17:30:50 ,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendroideae,Laelia,Laelia rubescens,Laelia rubescens,inat,316698.0,72302471
426,426,426,18.7847217213,-90.6552777439,Columbina talpacoti,2021-03-29 13:38:34 ,Animalia,Chordata,Aves,Columbiformes,Columbidae,,Columbina,Columbina talpacoti,Columbina talpacoti,inat,3580.0,72408819
427,427,427,18.7847217213,-90.6552777439,Trogon caligatus,2021-03-29 12:32:29 ,Animalia,Chordata,Aves,Trogoniformes,Trogonidae,,Trogon,Trogon caligatus,Trogon caligatus,inat,73523.0,72409001
428,428,428,18.7847217213,-90.6552777439,Pheucticus ludovicianus,2021-03-29 11:47:48 ,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,,Pheucticus,Pheucticus ludovicianus,Pheucticus ludovicianus,inat,10271.0,72409036
429,429,429,18.7847217213,-90.6552777439,Contopus bogotensis,2021-03-29 11:31:14 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Contopus,Contopus bogotensis,Contopus bogotensis,inat,1441511.0,72409056
430,430,430,18.7847217213,-90.6552777439,Cyanocorax yncas,2021-03-30 07:32:22 ,Animalia,Chordata,Aves,Passeriformes,Corvidae,,Cyanocorax,Cyanocorax yncas,Cyanocorax yncas,inat,8474.0,72503429
431,431,431,18.7847217213,-90.6552777439,Trogon caligatus,2021-03-30 08:49:56 ,Animalia,Chordata,Aves,Trogoniformes,Trogonidae,,Trogon,Trogon caligatus,Trogon caligatus,inat,73523.0,72505295
432,432,432,18.7847217213,-90.6552777439,Archilochus colubris,2021-03-30 09:21:15 ,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,,Archilochus,Archilochus colubris,Archilochus colubris,inat,6432.0,72505325
433,433,433,18.7847217213,-90.6552777439,Buteo brachyurus,2021-04-01 08:45:44 ,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,,Buteo,Buteo brachyurus,Buteo brachyurus,inat,5186.0,72620855
434,434,434,18.7847217213,-90.6552777439,Cardinalis cardinalis,2021-04-01 08:40:53 ,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,,Cardinalis,Cardinalis cardinalis,Cardinalis cardinalis,inat,9083.0,72621079
435,435,435,18.7847217213,-90.6552777439,Piranga rubra,2021-04-01 08:31:54 ,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,,Piranga,Piranga rubra,Piranga rubra,inat,9915.0,72637732
436,436,436,18.7847217213,-90.6552777439,Mimus gilvus,2021-04-01 06:52:27 ,Animalia,Chordata,Aves,Passeriformes,Mimidae,,Mimus,Mimus gilvus,Mimus gilvus,inat,14884.0,72637776
437,437,437,18.7847217213,-90.6552777439,Psilorhinus morio,2021-03-31 07:44:28 ,Animalia,Chordata,Aves,Passeriformes,Corvidae,,Psilorhinus,Psilorhinus morio,Psilorhinus morio,inat,8524.0,72637887
438,438,438,18.7764084579,-90.6359242052,Holcosus undulatus gaigeae,2020-12-16 03:46:00 ,Animalia,Chordata,Reptilia,Squamata,Teiidae,Teiinae,Holcosus,Holcosus undulatus gaigeae,Holcosus undulatus gaigeae,inat,540435.0,73265169
439,439,439,18.8122548,-90.6466567,Falco rufigularis,2020-12-17 18:19:00 ,Animalia,Chordata,Aves,Falconiformes,Falconidae,,Falco,Falco rufigularis,Falco rufigularis,inat,4664.0,73265416
440,440,440,18.7765055556,-90.6353833333,Micronycteris microtis,2020-12-16 01:09:00 ,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Micronycterinae,Micronycteris,Micronycteris microtis,Micronycteris microtis,inat,74602.0,73316936
441,441,441,18.7754111111,-90.6356416667,Dendropsophus microcephalus,2020-12-16 02:20:00 ,Animalia,Chordata,Amphibia,Anura,Hylidae,Dendropsophinae,Dendropsophus,Dendropsophus microcephalus,Dendropsophus microcephalus,inat,65373.0,73316937
442,442,442,18.7765027778,-90.6353694444,Centurio senex,2020-12-16 22:19:00 ,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Stenodermatinae,Centurio,Centurio senex,Centurio senex,inat,41017.0,73316938
443,443,443,18.7765222222,-90.6344833333,Pteronotus mesoamericanus,2020-10-14 21:20:00 ,Animalia,Chordata,Mammalia,Chiroptera,Mormoopidae,,Pteronotus,Pteronotus mesoamericanus,Pteronotus mesoamericanus,inat,765484.0,73316939
444,444,444,18.7765472222,-90.6353222222,Artibeus lituratus,2020-10-14 23:06:00 ,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Stenodermatinae,Artibeus,Artibeus lituratus,Artibeus lituratus,inat,41006.0,73316940
445,445,445,18.7766083333,-90.6344388889,Dermanura phaeotis,2020-10-14 22:30:00 ,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Stenodermatinae,Dermanura,Dermanura phaeotis,Dermanura phaeotis,inat,197799.0,73318693
446,446,446,18.784722,-90.655278,Aspidoscelis angusticeps,2020-12-10 ,Animalia,Chordata,Reptilia,Squamata,Teiidae,Teiinae,Aspidoscelis,Aspidoscelis angusticeps,Aspidoscelis angusticeps,inat,73650.0,73319230
447,447,447,18.8126083333,-90.6475444444,Desmodus rotundus,2020-11-24 19:35:00 ,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Desmodontinae,Desmodus,Desmodus rotundus,Desmodus rotundus,inat,41168.0,73319561
448,448,448,18.8121111111,-90.6480027778,Sturnira parvidens,2020-11-25 02:44:00 ,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Stenodermatinae,Sturnira,Sturnira parvidens,Sturnira parvidens,inat,1067750.0,73319757
449,449,449,18.8122472222,-90.6478277778,Uroderma bilobatum,2020-11-12 23:08:00 ,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Stenodermatinae,Uroderma,Uroderma bilobatum,Uroderma bilobatum,inat,41153.0,73319885
450,450,450,18.7765194444,-90.6353138889,Glossophaga soricina,2020-10-15 21:21:00 ,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Glossophaginae,Glossophaga,Glossophaga soricina,Glossophaga soricina,inat,41090.0,73320402
451,451,451,18.7847217213,-90.6552777439,Nyctidromus albicollis,,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,,Nyctidromus,Nyctidromus albicollis,Nyctidromus albicollis,inat,19627.0,73385327
452,452,452,18.7401483677,-90.69474554,Tliltocatl,2021-04-11 15:46:33 ,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Theraphosinae,Tliltocatl,Tliltocatl,Tliltocatl,inat,1042036.0,73715749
453,453,453,18.7847217213,-90.6552777439,Sporophila morelleti,2021-04-11 08:07:59 ,Animalia,Chordata,Aves,Passeriformes,Thraupidae,,Sporophila,Sporophila morelleti,Sporophila morelleti,inat,827413.0,73715873
454,454,454,18.7847217213,-90.6552777439,Megarynchus pitangua,2021-04-11 07:44:48 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Megarynchus,Megarynchus pitangua,Megarynchus pitangua,inat,16737.0,73715905
455,455,455,18.7847217213,-90.6552777439,Ortalis vetula,2021-04-11 07:41:55 ,Animalia,Chordata,Aves,Galliformes,Cracidae,,Ortalis,Ortalis vetula,Ortalis vetula,inat,2090.0,73715939
456,456,456,18.7847217213,-90.6552777439,Vireo flavoviridis,2021-04-11 07:12:58 ,Animalia,Chordata,Aves,Passeriformes,Vireonidae,,Vireo,Vireo flavoviridis,Vireo flavoviridis,inat,17367.0,73716866
457,457,457,18.7847217213,-90.6552777439,Myiodynastes luteiventris,2021-04-11 06:32:55 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Myiodynastes,Myiodynastes luteiventris,Myiodynastes luteiventris,inat,16071.0,73716936
458,458,458,18.7847217213,-90.6552777439,Dromococcyx phasianellus,2021-04-10 07:19:17 ,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,,Dromococcyx,Dromococcyx phasianellus,Dromococcyx phasianellus,inat,1982.0,73717068
459,459,459,18.7847217213,-90.6552777439,Alouatta pigra,2021-04-11 06:40:02 ,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouattinae,Alouatta,Alouatta pigra,Alouatta pigra,inat,43439.0,73717537
460,460,460,18.7847217213,-90.6552777439,Passerina ciris,2021-04-12 16:48:06 ,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,,Passerina,Passerina ciris,Passerina ciris,inat,10224.0,73956225
461,461,461,18.8122548204,-90.6466567889,Trogon caligatus,2021-04-12 11:10:45 ,Animalia,Chordata,Aves,Trogoniformes,Trogonidae,,Trogon,Trogon caligatus,Trogon caligatus,inat,73523.0,73956499
462,462,462,18.7847217213,-90.6552777439,Attila spadiceus,2021-04-12 09:10:09 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Attila,Attila spadiceus,Attila spadiceus,inat,16748.0,73956850
463,463,463,18.7847217213,-90.6552777439,Hirundo rustica,2021-04-17 08:56:40 ,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,,Hirundo,Hirundo rustica,Hirundo rustica,inat,11901.0,74296251
464,464,464,18.7847217213,-90.6552777439,Pitangus sulphuratus,2021-04-17 07:07:46 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Pitangus,Pitangus sulphuratus,Pitangus sulphuratus,inat,16956.0,74296347
465,465,465,18.7847217213,-90.6552777439,Pachyramphus aglaiae,2021-04-17 06:50:20 ,Animalia,Chordata,Aves,Passeriformes,Tityridae,,Pachyramphus,Pachyramphus aglaiae,Pachyramphus aglaiae,inat,8671.0,74296521
466,466,466,18.7847217213,-90.6552777439,Myiodynastes luteiventris,2021-04-17 06:22:24 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Myiodynastes,Myiodynastes luteiventris,Myiodynastes luteiventris,inat,16071.0,74296637
467,467,467,18.7847217213,-90.6552777439,Xiphorhynchus flavigaster,2021-04-17 17:11:55 ,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Dendrocolaptinae,Xiphorhynchus,Xiphorhynchus flavigaster,Xiphorhynchus flavigaster,inat,11051.0,74322426
468,468,468,18.7847217213,-90.6552777439,Myiopagis viridicata,2021-04-17 16:51:52 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Myiopagis,Myiopagis viridicata,Myiopagis viridicata,inat,16892.0,74322622
469,469,469,18.7847217213,-90.6552777439,Amblycercus holosericeus,2021-04-17 16:36:57 ,Animalia,Chordata,Aves,Passeriformes,Icteridae,,Amblycercus,Amblycercus holosericeus,Amblycercus holosericeus,inat,10426.0,74381124
470,470,470,18.7847217213,-90.6552777439,Vireo flavoviridis,2021-04-20 08:18:30 ,Animalia,Chordata,Aves,Passeriformes,Vireonidae,,Vireo,Vireo flavoviridis,Vireo flavoviridis,inat,17367.0,74644458
471,471,471,18.7847217213,-90.6552777439,Ortalis vetula,2021-04-20 07:53:32 ,Animalia,Chordata,Aves,Galliformes,Cracidae,,Ortalis,Ortalis vetula,Ortalis vetula,inat,2090.0,74644580
472,472,472,18.7847217213,-90.6552777439,Spiza americana,2021-04-19 15:05:01 ,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,,Spiza,Spiza americana,Spiza americana,inat,10676.0,74647697
473,473,473,18.7847217213,-90.6552777439,Geranoaetus albicaudatus,2021-04-22 08:34:36 ,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,,Geranoaetus,Geranoaetus albicaudatus,Geranoaetus albicaudatus,inat,201043.0,75081036
474,474,474,18.7847217213,-90.6552777439,Tolmomyias sulphurescens,2021-04-22 07:25:06 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Tolmomyias,Tolmomyias sulphurescens,Tolmomyias sulphurescens,inat,16567.0,75083247
475,475,475,18.7847217213,-90.6552777439,Myiopagis viridicata,2021-04-21 13:03:06 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Myiopagis,Myiopagis viridicata,Myiopagis viridicata,inat,16892.0,75084065
476,476,476,18.7847217213,-90.6552777439,Tityra inquisitor,2021-04-21 11:21:48 ,Animalia,Chordata,Aves,Passeriformes,Tityridae,,Tityra,Tityra inquisitor,Tityra inquisitor,inat,8823.0,75084323
477,477,477,18.7847217213,-90.6552777439,Amazilia yucatanensis,2021-04-21 11:16:16 ,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,,Amazilia,Amazilia yucatanensis,Amazilia yucatanensis,inat,5672.0,75084518
478,478,478,18.7847858397,-90.6552777439,Legatus leucophaius,2021-04-29 23:43:28 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Legatus,Legatus leucophaius,Legatus leucophaius,inat,17312.0,75893925
479,479,479,18.7847858397,-90.6552777439,Melanoptila glabrirostris,2021-04-30 12:27:38 ,Animalia,Chordata,Aves,Passeriformes,Mimidae,,Melanoptila,Melanoptila glabrirostris,Melanoptila glabrirostris,inat,15018.0,75894057
480,480,480,18.7847858397,-90.6552777439,Vireo flavoviridis,2021-04-30 12:26:06 ,Animalia,Chordata,Aves,Passeriformes,Vireonidae,,Vireo,Vireo flavoviridis,Vireo flavoviridis,inat,17367.0,75894264
481,481,481,18.7847858397,-90.6552777439,Ateles geoffroyi,2021-05-03 22:40:04 ,Animalia,Chordata,Mammalia,Primates,Atelidae,Atelinae,Ateles,Ateles geoffroyi,Ateles geoffroyi,inat,43411.0,77281204
482,482,482,18.7847858397,-90.6552777439,Tyrannus savana,2021-05-03 22:16:59 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Tyrannus,Tyrannus savana,Tyrannus savana,inat,16793.0,77281937
483,483,483,18.7847858397,-90.6552777439,Tachycineta albilinea,2021-05-03 21:57:30 ,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,,Tachycineta,Tachycineta albilinea,Tachycineta albilinea,inat,11930.0,77282036
484,484,484,18.7847858397,-90.6552777439,Cochlearius cochlearius,2021-05-03 21:23:42 ,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Tigriornithinae,Cochlearius,Cochlearius cochlearius,Cochlearius cochlearius,inat,5036.0,77282152
485,485,485,18.7847858397,-90.6552777439,Passeriformes,2021-05-03 15:43:53 ,Animalia,Chordata,Aves,Passeriformes,,,,Passeriformes,Passeriformes,inat,7251.0,77283431
486,486,486,18.7847858397,-90.6552777439,Pachysylvia decurtata,2021-05-04 12:54:41 ,Animalia,Chordata,Aves,Passeriformes,Vireonidae,,Pachysylvia,Pachysylvia decurtata,Pachysylvia decurtata,inat,515240.0,77368446
487,487,487,18.7847858397,-90.6552777439,Smilisca baudinii,2021-04-30 13:43:08 ,Animalia,Chordata,Amphibia,Anura,Hylidae,Hylinae,Smilisca,Smilisca baudinii,Smilisca baudinii,inat,24277.0,77371708
488,488,488,18.7847858397,-90.6552777439,Calopteron reticulatum,2021-04-13 19:16:30 ,Animalia,Arthropoda,Insecta,Coleoptera,Lycidae,Lycinae,Calopteron,Calopteron reticulatum,Calopteron reticulatum,inat,132719.0,77372072
489,489,489,18.7847858397,-90.6552777439,Biza,2021-05-04 15:09:18 ,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Neocoelidiinae,Biza,Biza,Biza,inat,1239600.0,77372426
490,490,490,18.7847858397,-90.6552777439,Elaenia flavogaster,2021-05-05 14:48:33 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Elaenia,Elaenia flavogaster,Elaenia flavogaster,inat,16714.0,77529665
491,491,491,18.7847858397,-90.6552777439,Setophaga magnolia,2021-05-05 15:20:41 ,Animalia,Chordata,Aves,Passeriformes,Parulidae,,Setophaga,Setophaga magnolia,Setophaga magnolia,inat,145235.0,77530063
492,492,492,18.7847858397,-90.6552777439,Pontederia sagittata,2021-05-05 13:47:00 ,Plantae,Tracheophyta,Liliopsida,Commelinales,Pontederiaceae,,Pontederia,Pontederia sagittata,Pontederia sagittata,inat,283881.0,77530209
493,493,493,18.7847858397,-90.6552777439,Pontederia crassipes,2021-05-05 18:48:52 ,Plantae,Tracheophyta,Liliopsida,Commelinales,Pontederiaceae,,Pontederia,Pontederia crassipes,Pontederia crassipes,inat,962637.0,77530350
494,494,494,18.7847858397,-90.6552777439,Cairina moschata,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,Cairina,Cairina moschata,Cairina moschata,inat,7120.0,77541763
495,495,495,18.7847858397,-90.6552777439,Ramphocaenus melanurus,2021-05-08 13:55:36 ,Animalia,Chordata,Aves,Passeriformes,Polioptilidae,,Ramphocaenus,Ramphocaenus melanurus,Ramphocaenus melanurus,inat,979934.0,78151317
496,496,496,18.7847858397,-90.6552777439,Cydnidae,2021-05-07 19:01:12 ,Animalia,Arthropoda,Insecta,Hemiptera,Cydnidae,,,Cydnidae,Cydnidae,inat,57843.0,78153803
497,497,497,18.7847858397,-90.6552777439,Tityra inquisitor,2021-05-13 14:04:57 ,Animalia,Chordata,Aves,Passeriformes,Tityridae,,Tityra,Tityra inquisitor,Tityra inquisitor,inat,8823.0,78708949
498,498,498,18.7847858397,-90.6552777439,Trogon caligatus,2021-05-13 14:30:25 ,Animalia,Chordata,Aves,Trogoniformes,Trogonidae,,Trogon,Trogon caligatus,Trogon caligatus,inat,73523.0,78793146
499,499,499,18.7847858397,-90.6552777439,Cyclarhis gujanensis,2021-05-13 14:33:47 ,Animalia,Chordata,Aves,Passeriformes,Vireonidae,,Cyclarhis,Cyclarhis gujanensis,Cyclarhis gujanensis,inat,17421.0,78793169
500,500,500,18.7847858397,-90.6552777439,Oxybelis potosiensis,2021-05-12 13:45:00 ,Animalia,Chordata,Reptilia,Squamata,Colubridae,Colubrinae,Oxybelis,Oxybelis potosiensis,Oxybelis potosiensis,inat,1286332.0,78793273
501,501,501,18.7847858397,-90.6552777439,Cynanthus canivetii,2021-05-20 13:19:58 ,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,,Cynanthus,Cynanthus canivetii,Cynanthus canivetii,inat,1289675.0,79564936
502,502,502,18.7847858397,-90.6552777439,Magnoliopsida,2021-05-20 14:15:43 ,Plantae,Tracheophyta,Magnoliopsida,,,,,Magnoliopsida,Magnoliopsida,inat,47124.0,79575176
503,503,503,18.7847858397,-90.6552777439,Contopus virens,2021-05-20 13:57:07 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Contopus,Contopus virens,Contopus virens,inat,16100.0,79575306
